museum_name,day_of_week,day_num,hour,hour_display,busy_index
Vasamuseet,Saturday,6,15,15:00,57
Vasamuseet,Saturday,6,16,16:00,47
Vasamuseet,Saturday,6,17,17:00,0
Vasamuseet,Saturday,6,18,18:00,0
Vasamuseet,Saturday,6,19,19:00,0
Vasamuseet,Saturday,6,20,20:00,0
Vasamuseet,Sunday,7,9,09:00,0
Vasamuseet,Sunday,7,10,10:00,52
Vasamuseet,Sunday,7,11,11:00,42
Vasamuseet,Sunday,7,12,12:00,69
Vasamuseet,Sunday,7,13,13:00,71
Vasamuseet,Sunday,7,14,14:00,83
Vasamuseet,Sunday,7,15,15:00,56
Vasamuseet,Sunday,7,16,16:00,52
Vasamuseet,Sunday,7,17,17:00,0
Vasamuseet,Sunday,7,18,18:00,0
Vasamuseet,Sunday,7,19,19:00,0
Vasamuseet,Sunday,7,20,20:00,0
Skansen,Monday,1,9,09:00,0
Skansen,Monday,1,10,10:00,24
Skansen,Monday,1,11,11:00,45
Skansen,Monday,1,12,12:00,45
Skansen,Monday,1,13,13:00,69
Skansen,Monday,1,14,14:00,56
Skansen,Monday,1,15,15:00,40
Skansen,Monday,1,16,16:00,0
Skansen,Monday,1,17,17:00,0
Skansen,Monday,1,18,18:00,0
Skansen,Monday,1,19,19:00,0
Skansen,Monday,1,20,20:00,0
Skansen,Tuesday,2,9,09:00,0
Skansen,Tuesday,2,10,10:00,39
Skansen,Tuesday,2,11,11:00,31
Skansen,Tuesday,2,12,12:00,61
Skansen,Tuesday,2,13,13:00,54
Skansen,Tuesday,2,14,14:00,38
Skansen,Tuesday,2,15,15:00,39
Skansen,Tuesday,2,16,16:00,0
Skansen,Tuesday,2,17,17:00,0
Skansen,Tuesday,2,18,18:00,0
Skansen,Tuesday,2,19,19:00,0
Skansen,Tuesday,2,20,20:00,0
Skansen,Wednesday,3,9,09:00,0
Skansen,Wednesday,3,10,10:00,35
Skansen,Wednesday,3,11,11:00,39
Skansen,Wednesday,3,12,12:00,52
Skansen,Wednesday,3,13,13:00,67
Skansen,Wednesday,3,14,14:00,43
Skansen,Wednesday,3,15,15:00,55
Skansen,Wednesday,3,16,16:00,0
Skansen,Wednesday,3,17,17:00,0
Skansen,Wednesday,3,18,18:00,0
Skansen,Wednesday,3,19,19:00,0
Skansen,Wednesday,3,20,20:00,0
Skansen,Thursday,4,9,09:00,0
Skansen,Thursday,4,10,10:00,27
Skansen,Thursday,4,11,11:00,52
Skansen,Thursday,4,12,12:00,45
Skansen,Thursday,4,13,13:00,71
Skansen,Thursday,4,14,14:00,56
Skansen,Thursday,4,15,15:00,55
Skansen,Thursday,4,16,16:00,0
Skansen,Thursday,4,17,17:00,0
Skansen,Thursday,4,18,18:00,0
Skansen,Thursday,4,19,19:00,0
Skansen,Thursday,4,20,20:00,0
Skansen,Friday,5,9,09:00,0
Skansen,Friday,5,10,10:00,23
Skansen,Friday,5,11,11:00,42
Skansen,Friday,5,12,12:00,48
Skansen,Friday,5,13,13:00,54
Skansen,Friday,5,14,14:00,41
Skansen,Friday,5,15,15:00,55
Skansen,Friday,5,16,16:00,0
Skansen,Friday,5,17,17:00,0
Skansen,Friday,5,18,18:00,0
Skansen,Friday,5,19,19:00,0
Skansen,Friday,5,20,20:00,0
Skansen,Saturday,6,9,09:00,0
Skansen,Saturday,6,10,10:00,40
Skansen,Saturday,6,11,11:00,53
Skansen,Saturday,6,12,12:00,61
Skansen,Saturday,6,13,13:00,77
Skansen,Saturday,6,14,14:00,77
Skansen,Saturday,6,15,15:00,56
Skansen,Saturday,6,16,16:00,0
Skansen,Saturday,6,17,17:00,0
Skansen,Saturday,6,18,18:00,0
Skansen,Saturday,6,19,19:00,0
Skansen,Saturday,6,20,20:00,0
Skansen,Sunday,7,9,09:00,0
Skansen,Sunday,7,10,10:00,46
Skansen,Sunday,7,11,11:00,65
Skansen,Sunday,7,12,12:00,86
Skansen,Sunday,7,13,13:00,71
Skansen,Sunday,7,14,14:00,70
Skansen,Sunday,7,15,15:00,52
Skansen,Sunday,7,16,16:00,0
Skansen,Sunday,7,17,17:00,0
Skansen,Sunday,7,18,18:00,0
Skansen,Sunday,7,19,19:00,0
Skansen,Sunday,7,20,20:00,0
ABBA The Museum,Monday,1,9,09:00,0
ABBA The Museum,Monday,1,10,10:00,25
ABBA The Museum,Monday,1,11,11:00,28
ABBA The Museum,Monday,1,12,12:00,38
ABBA The Museum,Monday,1,13,13:00,49
ABBA The Museum,Monday,1,14,14:00,63
ABBA The Museum,Monday,1,15,15:00,67
ABBA The Museum,Monday,1,16,16:00,42
ABBA The Museum,Monday,1,17,17:00,18
ABBA The Museum,Monday,1,18,18:00,0
ABBA The Museum,Monday,1,19,19:00,0
ABBA The Museum,Monday,1,20,20:00,0
ABBA The Museum,Tuesday,2,9,09:00,0
ABBA The Museum,Tuesday,2,10,10:00,13
ABBA The Museum,Tuesday,2,11,11:00,17
ABBA The Museum,Tuesday,2,12,12:00,51
ABBA The Museum,Tuesday,2,13,13:00,41
ABBA The Museum,Tuesday,2,14,14:00,51
ABBA The Museum,Tuesday,2,15,15:00,51
ABBA The Museum,Tuesday,2,16,16:00,38
ABBA The Museum,Tuesday,2,17,17:00,43
ABBA The Museum,Tuesday,2,18,18:00,0
ABBA The Museum,Tuesday,2,19,19:00,0
ABBA The Museum,Tuesday,2,20,20:00,0
ABBA The Museum,Wednesday,3,9,09:00,0
ABBA The Museum,Wednesday,3,10,10:00,12
ABBA The Museum,Wednesday,3,11,11:00,30
ABBA The Museum,Wednesday,3,12,12:00,42
ABBA The Museum,Wednesday,3,13,13:00,48
ABBA The Museum,Wednesday,3,14,14:00,64
ABBA The Museum,Wednesday,3,15,15:00,49
ABBA The Museum,Wednesday,3,16,16:00,43
ABBA The Museum,Wednesday,3,17,17:00,16
ABBA The Museum,Wednesday,3,18,18:00,0
ABBA The Museum,Wednesday,3,19,19:00,0
ABBA The Museum,Wednesday,3,20,20:00,0
ABBA The Museum,Thursday,4,9,09:00,0
ABBA The Museum,Thursday,4,10,10:00,12
ABBA The Museum,Thursday,4,11,11:00,19
ABBA The Museum,Thursday,4,12,12:00,44
ABBA The Museum,Thursday,4,13,13:00,61
ABBA The Museum,Thursday,4,14,14:00,55
ABBA The Museum,Thursday,4,15,15:00,50
ABBA The Museum,Thursday,4,16,16:00,39
ABBA The Museum,Thursday,4,17,17:00,31
ABBA The Museum,Thursday,4,18,18:00,0
ABBA The Museum,Thursday,4,19,19:00,0
ABBA The Museum,Thursday,4,20,20:00,0
ABBA The Museum,Friday,5,9,09:00,0
ABBA The Museum,Friday,5,10,10:00,6
ABBA The Museum,Friday,5,11,11:00,28
ABBA The Museum,Friday,5,12,12:00,53
ABBA The Museum,Friday,5,13,13:00,51
ABBA The Museum,Friday,5,14,14:00,72
ABBA The Museum,Friday,5,15,15:00,67
ABBA The Museum,Friday,5,16,16:00,51
ABBA The Museum,Friday,5,17,17:00,20
ABBA The Museum,Friday,5,18,18:00,0
ABBA The Museum,Friday,5,19,19:00,0
ABBA The Museum,Friday,5,20,20:00,0
ABBA The Museum,Saturday,6,9,09:00,0
ABBA The Museum,Saturday,6,10,10:00,29
ABBA The Museum,Saturday,6,11,11:00,40
ABBA The Museum,Saturday,6,12,12:00,61
ABBA The Museum,Saturday,6,13,13:00,58
ABBA The Museum,Saturday,6,14,14:00,73
ABBA The Museum,Saturday,6,15,15:00,82
ABBA The Museum,Saturday,6,16,16:00,68
ABBA The Museum,Saturday,6,17,17:00,51
ABBA The Museum,Saturday,6,18,18:00,0
ABBA The Museum,Saturday,6,19,19:00,0
ABBA The Museum,Saturday,6,20,20:00,0
ABBA The Museum,Sunday,7,9,09:00,0
ABBA The Museum,Sunday,7,10,10:00,29
ABBA The Museum,Sunday,7,11,11:00,52
ABBA The Museum,Sunday,7,12,12:00,74
ABBA The Museum,Sunday,7,13,13:00,72
ABBA The Museum,Sunday,7,14,14:00,79
ABBA The Museum,Sunday,7,15,15:00,66
ABBA The Museum,Sunday,7,16,16:00,71
ABBA The Museum,Sunday,7,17,17:00,59
ABBA The Museum,Sunday,7,18,18:00,0
ABBA The Museum,Sunday,7,19,19:00,0
ABBA The Museum,Sunday,7,20,20:00,0
Fotografiska Stockholm,Monday,1,9,09:00,0
Fotografiska Stockholm,Monday,1,10,10:00,0
Fotografiska Stockholm,Monday,1,11,11:00,0
Fotografiska Stockholm,Monday,1,12,12:00,15
Fotografiska Stockholm,Monday,1,13,13:00,37
Fotografiska Stockholm,Monday,1,14,14:00,27
Fotografiska Stockholm,Monday,1,15,15:00,58
Fotografiska Stockholm,Monday,1,16,16:00,44
Fotografiska Stockholm,Monday,1,17,17:00,72
Fotografiska Stockholm,Monday,1,18,18:00,45
Fotografiska Stockholm,Monday,1,19,19:00,29
Fotografiska Stockholm,Monday,1,20,20:00,32
Fotografiska Stockholm,Tuesday,2,9,09:00,0
Fotografiska Stockholm,Tuesday,2,10,10:00,0
Fotografiska Stockholm,Tuesday,2,11,11:00,7
Fotografiska Stockholm,Tuesday,2,12,12:00,14
Fotografiska Stockholm,Tuesday,2,13,13:00,37
Fotografiska Stockholm,Tuesday,2,14,14:00,27
Fotografiska Stockholm,Tuesday,2,15,15:00,47
Fotografiska Stockholm,Tuesday,2,16,16:00,51
Fotografiska Stockholm,Tuesday,2,17,17:00,56
Fotografiska Stockholm,Tuesday,2,18,18:00,34
Fotografiska Stockholm,Tuesday,2,19,19:00,27
Fotografiska Stockholm,Tuesday,2,20,20:00,23
Fotografiska Stockholm,Wednesday,3,9,09:00,0
Fotografiska Stockholm,Wednesday,3,10,10:00,0
Fotografiska Stockholm,Wednesday,3,11,11:00,0
Fotografiska Stockholm,Wednesday,3,12,12:00,13
Fotografiska Stockholm,Wednesday,3,13,13:00,18
Fotografiska Stockholm,Wednesday,3,14,14:00,37
Fotografiska Stockholm,Wednesday,3,15,15:00,32
Fotografiska Stockholm,Wednesday,3,16,16:00,70
Fotografiska Stockholm,Wednesday,3,17,17:00,53
Fotografiska Stockholm,Wednesday,3,18,18:00,43
Fotografiska Stockholm,Wednesday,3,19,19:00,39
Fotografiska Stockholm,Wednesday,3,20,20:00,20
Fotografiska Stockholm,Thursday,4,9,09:00,0
Fotografiska Stockholm,Thursday,4,10,10:00,0
Fotografiska Stockholm,Thursday,4,11,11:00,8
Fotografiska Stockholm,Thursday,4,12,12:00,6
Fotografiska Stockholm,Thursday,4,13,13:00,30
Fotografiska Stockholm,Thursday,4,14,14:00,39
Fotografiska Stockholm,Thursday,4,15,15:00,33
Fotografiska Stockholm,Thursday,4,16,16:00,50
Fotografiska Stockholm,Thursday,4,17,17:00,55
Fotografiska Stockholm,Thursday,4,18,18:00,49
Fotografiska Stockholm,Thursday,4,19,19:00,41
Fotografiska Stockholm,Thursday,4,20,20:00,12
Fotografiska Stockholm,Friday,5,9,09:00,0
Fotografiska Stockholm,Friday,5,10,10:00,0
Fotografiska Stockholm,Friday,5,11,11:00,11
Fotografiska Stockholm,Friday,5,12,12:00,0
Fotografiska Stockholm,Friday,5,13,13:00,32
Fotografiska Stockholm,Friday,5,14,14:00,39
Fotografiska Stockholm,Friday,5,15,15:00,59
Fotografiska Stockholm,Friday,5,16,16:00,47
Fotografiska Stockholm,Friday,5,17,17:00,69
Fotografiska Stockholm,Friday,5,18,18:00,56
Fotografiska Stockholm,Friday,5,19,19:00,38
Fotografiska Stockholm,Friday,5,20,20:00,37
Fotografiska Stockholm,Saturday,6,9,09:00,0
Fotografiska Stockholm,Saturday,6,10,10:00,14
Fotografiska Stockholm,Saturday,6,11,11:00,5
Fotografiska Stockholm,Saturday,6,12,12:00,34
Fotografiska Stockholm,Saturday,6,13,13:00,41
Fotografiska Stockholm,Saturday,6,14,14:00,54
Fotografiska Stockholm,Saturday,6,15,15:00,76
Fotografiska Stockholm,Saturday,6,16,16:00,69
Fotografiska Stockholm,Saturday,6,17,17:00,77
Fotografiska Stockholm,Saturday,6,18,18:00,59
Fotografiska Stockholm,Saturday,6,19,19:00,43
Fotografiska Stockholm,Saturday,6,20,20:00,40
Fotografiska Stockholm,Sunday,7,9,09:00,0
Fotografiska Stockholm,Sunday,7,10,10:00,18
Fotografiska Stockholm,Sunday,7,11,11:00,23
Fotografiska Stockholm,Sunday,7,12,12:00,39
Fotografiska Stockholm,Sunday,7,13,13:00,39
Fotografiska Stockholm,Sunday,7,14,14:00,56
Fotografiska Stockholm,Sunday,7,15,15:00,65
Fotografiska Stockholm,Sunday,7,16,16:00,81
Fotografiska Stockholm,Sunday,7,17,17:00,86
Fotografiska Stockholm,Sunday,7,18,18:00,70
Fotografiska Stockholm,Sunday,7,19,19:00,55
Fotografiska Stockholm,Sunday,7,20,20:00,36
Nordiska museet,Monday,1,9,09:00,0
Nordiska museet,Monday,1,10,10:00,34
Nordiska museet,Monday,1,11,11:00,48
Nordiska museet,Monday,1,12,12:00,37
Nordiska museet,Monday,1,13,13:00,64
Nordiska museet,Monday,1,14,14:00,65
Nordiska museet,Monday,1,15,15:00,41
Nordiska museet,Monday,1,16,16:00,27
Nordiska museet,Monday,1,17,17:00,0
Nordiska museet,Monday,1,18,18:00,0
Nordiska museet,Monday,1,19,19:00,0
Nordiska museet,Monday,1,20,20:00,0
Nordiska museet,Tuesday,2,9,09:00,0
Nordiska museet,Tuesday,2,10,10:00,31
Nordiska museet,Tuesday,2,11,11:00,30
Nordiska museet,Tuesday,2,12,12:00,47
Nordiska museet,Tuesday,2,13,13:00,53
Nordiska museet,Tuesday,2,14,14:00,71
Nordiska museet,Tuesday,2,15,15:00,49
Nordiska museet,Tuesday,2,16,16:00,39
Nordiska museet,Tuesday,2,17,17:00,0
Nordiska museet,Tuesday,2,18,18:00,0
Nordiska museet,Tuesday,2,19,19:00,0
Nordiska museet,Tuesday,2,20,20:00,0
Nordiska museet,Wednesday,3,9,09:00,0
Nordiska museet,Wednesday,3,10,10:00,30
Nordiska museet,Wednesday,3,11,11:00,42
Nordiska museet,Wednesday,3,12,12:00,54
Nordiska museet,Wednesday,3,13,13:00,59
Nordiska museet,Wednesday,3,14,14:00,45
Nordiska museet,Wednesday,3,15,15:00,58
Nordiska museet,Wednesday,3,16,16:00,21
Nordiska museet,Wednesday,3,17,17:00,0
Nordiska museet,Wednesday,3,18,18:00,0
Nordiska museet,Wednesday,3,19,19:00,0
Nordiska museet,Wednesday,3,20,20:00,0
Nordiska museet,Thursday,4,9,09:00,0
Nordiska museet,Thursday,4,10,10:00,10
Nordiska museet,Thursday,4,11,11:00,27
Nordiska museet,Thursday,4,12,12:00,47
Nordiska museet,Thursday,4,13,13:00,66
Nordiska museet,Thursday,4,14,14:00,51
Nordiska museet,Thursday,4,15,15:00,56
Nordiska museet,Thursday,4,16,16:00,41
Nordiska museet,Thursday,4,17,17:00,0
Nordiska museet,Thursday,4,18,18:00,0
Nordiska museet,Thursday,4,19,19:00,0
Nordiska museet,Thursday,4,20,20:00,0
Nordiska museet,Friday,5,9,09:00,0
Nordiska museet,Friday,5,10,10:00,19
Nordiska museet,Friday,5,11,11:00,21
Nordiska museet,Friday,5,12,12:00,58
Nordiska museet,Friday,5,13,13:00,51
Nordiska museet,Friday,5,14,14:00,60
Nordiska museet,Friday,5,15,15:00,33
Nordiska museet,Friday,5,16,16:00,36
Nordiska museet,Friday,5,17,17:00,0
Nordiska museet,Friday,5,18,18:00,0
Nordiska museet,Friday,5,19,19:00,0
Nordiska museet,Friday,5,20,20:00,0
Nordiska museet,Saturday,6,9,09:00,0
Nordiska museet,Saturday,6,10,10:00,50
Nordiska museet,Saturday,6,11,11:00,61
Nordiska museet,Saturday,6,12,12:00,69
Nordiska museet,Saturday,6,13,13:00,71
Nordiska museet,Saturday,6,14,14:00,84
Nordiska museet,Saturday,6,15,15:00,52
Nordiska museet,Saturday,6,16,16:00,46
Nordiska museet,Saturday,6,17,17:00,0
Nordiska museet,Saturday,6,18,18:00,0
Nordiska museet,Saturday,6,19,19:00,0
Nordiska museet,Saturday,6,20,20:00,0
Nordiska museet,Sunday,7,9,09:00,0
Nordiska museet,Sunday,7,10,10:00,56
Nordiska museet,Sunday,7,11,11:00,49
Nordiska museet,Sunday,7,12,12:00,59
Nordiska museet,Sunday,7,13,13:00,79
Nordiska museet,Sunday,7,14,14:00,89
Nordiska museet,Sunday,7,15,15:00,63
Nordiska museet,Sunday,7,16,16:00,69
Nordiska museet,Sunday,7,17,17:00,0
Nordiska museet,Sunday,7,18,18:00,0
Nordiska museet,Sunday,7,19,19:00,0
Nordiska museet,Sunday,7,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,11,11:00,35
Naturhistoriska riksmuseet och Cosmonova,Monday,1,12,12:00,54
Naturhistoriska riksmuseet och Cosmonova,Monday,1,13,13:00,40
Naturhistoriska riksmuseet och Cosmonova,Monday,1,14,14:00,77
Naturhistoriska riksmuseet och Cosmonova,Monday,1,15,15:00,57
Naturhistoriska riksmuseet och Cosmonova,Monday,1,16,16:00,54
Naturhistoriska riksmuseet och Cosmonova,Monday,1,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Monday,1,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,11,11:00,16
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,12,12:00,48
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,13,13:00,47
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,14,14:00,59
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,15,15:00,38
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,16,16:00,42
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Tuesday,2,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,11,11:00,33
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,12,12:00,54
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,13,13:00,55
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,14,14:00,56
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,15,15:00,52
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,16,16:00,48
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Wednesday,3,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,11,11:00,17
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,12,12:00,36
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,13,13:00,58
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,14,14:00,63
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,15,15:00,53
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,16,16:00,29
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Thursday,4,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,11,11:00,14
Naturhistoriska riksmuseet och Cosmonova,Friday,5,12,12:00,48
Naturhistoriska riksmuseet och Cosmonova,Friday,5,13,13:00,54
Naturhistoriska riksmuseet och Cosmonova,Friday,5,14,14:00,71
Naturhistoriska riksmuseet och Cosmonova,Friday,5,15,15:00,55
Naturhistoriska riksmuseet och Cosmonova,Friday,5,16,16:00,55
Naturhistoriska riksmuseet och Cosmonova,Friday,5,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Friday,5,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,11,11:00,51
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,12,12:00,53
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,13,13:00,85
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,14,14:00,77
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,15,15:00,62
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,16,16:00,70
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Saturday,6,20,20:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,9,09:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,10,10:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,11,11:00,41
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,12,12:00,63
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,13,13:00,70
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,14,14:00,88
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,15,15:00,78
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,16,16:00,72
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,17,17:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,18,18:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,19,19:00,0
Naturhistoriska riksmuseet och Cosmonova,Sunday,7,20,20:00,0
Tekniska museet,Monday,1,9,09:00,7
Tekniska museet,Monday,1,10,10:00,0
Tekniska museet,Monday,1,11,11:00,22
Tekniska museet,Monday,1,12,12:00,36
Tekniska museet,Monday,1,13,13:00,39
Tekniska museet,Monday,1,14,14:00,64
Tekniska museet,Monday,1,15,15:00,71
Tekniska museet,Monday,1,16,16:00,39
Tekniska museet,Monday,1,17,17:00,31
Tekniska museet,Monday,1,18,18:00,20
Tekniska museet,Monday,1,19,19:00,17
Tekniska museet,Monday,1,20,20:00,0
Tekniska museet,Tuesday,2,9,09:00,0
Tekniska museet,Tuesday,2,10,10:00,0
Tekniska museet,Tuesday,2,11,11:00,9
Tekniska museet,Tuesday,2,12,12:00,31
Tekniska museet,Tuesday,2,13,13:00,34
Tekniska museet,Tuesday,2,14,14:00,64
Tekniska museet,Tuesday,2,15,15:00,67
Tekniska museet,Tuesday,2,16,16:00,55
Tekniska museet,Tuesday,2,17,17:00,31
Tekniska museet,Tuesday,2,18,18:00,42
Tekniska museet,Tuesday,2,19,19:00,5
Tekniska museet,Tuesday,2,20,20:00,0
Tekniska museet,Wednesday,3,9,09:00,0
Tekniska museet,Wednesday,3,10,10:00,6
Tekniska museet,Wednesday,3,11,11:00,28
Tekniska museet,Wednesday,3,12,12:00,15
Tekniska museet,Wednesday,3,13,13:00,31
Tekniska museet,Wednesday,3,14,14:00,57
Tekniska museet,Wednesday,3,15,15:00,50
Tekniska museet,Wednesday,3,16,16:00,43
Tekniska museet,Wednesday,3,17,17:00,37
Tekniska museet,Wednesday,3,18,18:00,14
Tekniska museet,Wednesday,3,19,19:00,7
Tekniska museet,Wednesday,3,20,20:00,0
Tekniska museet,Thursday,4,9,09:00,0
Tekniska museet,Thursday,4,10,10:00,0
Tekniska museet,Thursday,4,11,11:00,2
Tekniska museet,Thursday,4,12,12:00,15
Tekniska museet,Thursday,4,13,13:00,34
Tekniska museet,Thursday,4,14,14:00,47
Tekniska museet,Thursday,4,15,15:00,69
